SOURCE_FILE,INGESTED_AT,MODEL_YEAR,NHTSA_MODEL,UK_MODEL,VEHICLE_ID,VEHICLE_DESCRIPTION,OVERALL_RATING,OVERALL_FRONT_CRASH_RATING,FRONT_CRASH_DRIVER_RATING,FRONT_CRASH_PASSENGER_RATING,OVERALL_SIDE_CRASH_RATING,SIDE_CRASH_DRIVER_RATING,SIDE_CRASH_PASSENGER_RATING,ROLLOVER_RATING,ROLLOVER_POSSIBILITY,SIDE_POLE_CRASH_RATING,ELECTRONIC_STABILITY_CONTROL,FORWARD_COLLISION_WARNING,LANE_DEPARTURE_WARNING,COMPLAINTS_COUNT,RECALLS_COUNT,INVESTIGATION_COUNT,NHTSA_MODEL_YEAR,NHTSA_MAKE,NHTSA_MODEL_FROM_RATING
nhtsa_safety_2012.json,2026-08-28 16:05:12.636,2012,S-CLASS," S Class",6748,2012 Mercedes-Benz S-Class 4 DR AWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,14,3,0,2012,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2012.json,2026-08-28 16:05:12.636,2012,S-CLASS," S Class",6365,2012 Mercedes-Benz S-Class 4 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,14,3,0,2012,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2007.json,2026-08-28 16:05:12.636,2007,C-CLASS," C Class",2162,2007 Mercedes-Benz C-Class 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,5,5,Not Rated,0,Not Rated,Standard,No,No,280,6,1,2007,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2007.json,2026-08-28 16:05:12.636,2007,CLS-CLASS," CLS Class",2238,2007 Mercedes-Benz CLS 4-DR. w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,No,No,40,4,0,2007,MERCEDES-BENZ,CLS-CLASS
nhtsa_safety_2007.json,2026-08-28 16:05:12.636,2007,E-CLASS," E Class",2354,2007 Mercedes-Benz E-Class Wagon 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,No,No,435,7,1,2007,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2007.json,2026-08-28 16:05:12.636,2007,E-CLASS," E Class",2163,2007 Mercedes-Benz E-Class 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,5,5,Not Rated,0,Not Rated,Standard,No,No,435,7,1,2007,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2007.json,2026-08-28 16:05:12.636,2007,GL-CLASS," GL Class",2245,2007 Mercedes-Benz GL-Class 4-DR w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,No,No,123,4,0,2007,MERCEDES-BENZ,GL-CLASS
nhtsa_safety_2007.json,2026-08-28 16:05:12.636,2007,R-CLASS," R Class",2242,2007 Mercedes-Benz R-Class 4-DR. w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,No,No,67,5,0,2007,MERCEDES-BENZ,R-CLASS
nhtsa_safety_2007.json,2026-08-28 16:05:12.636,2007,SL-CLASS," SL CLASS",2240,2007 Mercedes-Benz SL-Class Convertible w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,No,No,21,2,0,2007,MERCEDES-BENZ,SL-CLASS
nhtsa_safety_2010.json,2026-08-28 16:05:12.636,2010,C-CLASS," C Class",5840,2010 Mercedes-Benz C-Class 4-DR. w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,0.105,Not Rated,Standard,No,No,476,7,2,2010,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2010.json,2026-08-28 16:05:12.636,2010,E-CLASS," E Class",5850,2010 Mercedes-Benz E-Class 2-DR. w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,256,6,2,2010,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2010.json,2026-08-28 16:05:12.636,2010,E-CLASS," E Class",5843,2010 Mercedes-Benz E-Class 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,5,5,5,0.099,Not Rated,Standard,Optional,Optional,256,6,2,2010,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2010.json,2026-08-28 16:05:12.636,2010,S-CLASS," S Class",5847,2010 Mercedes-Benz S-Class 4-DR w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,33,0,0,2010,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2010.json,2026-08-28 16:05:12.636,2010,SL-CLASS," SL CLASS",5848,2010 Mercedes-Benz SL-Class Convertible w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,No,No,0,0,0,2010,MERCEDES-BENZ,SL-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,C-CLASS," C Class",7750,2013 Mercedes-Benz C-Class 2 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,571,7,1,2013,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,C-CLASS," C Class",7738,2013 Mercedes-Benz C-Class 2 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,571,7,1,2013,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,C-CLASS," C Class",7244,2013 Mercedes-Benz C-Class 4 DR AWD,5,4,4,4,5,5,5,4,0.105,5,Standard,Optional,Optional,571,7,1,2013,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,C-CLASS," C Class",7243,2013 Mercedes-Benz C-Class 4 DR RWD,5,4,4,4,5,5,5,4,0.105,5,Standard,Optional,Optional,571,7,1,2013,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,CL-CLASS," CL Class",7679,2013 Mercedes-Benz CL-Class 2 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,1,0,0,2013,MERCEDES-BENZ,CL-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,CL-CLASS," CL Class",7463,2013 Mercedes-Benz CL-Class 2 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,1,0,0,2013,MERCEDES-BENZ,CL-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,CLS-CLASS," CLS Class",7680,2013 Mercedes-Benz CLS-Class 2 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,4,3,1,2013,MERCEDES-BENZ,CLS-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,CLS-CLASS," CLS Class",7464,2013 Mercedes-Benz CLS-Class 2 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,4,3,1,2013,MERCEDES-BENZ,CLS-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,E-CLASS," E Class",7751,2013 Mercedes-Benz E-Class 2 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,185,7,2,2013,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,E-CLASS," E Class",7739,2013 Mercedes-Benz E-Class 2 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,185,7,2,2013,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,E-CLASS," E Class",7246,2013 Mercedes-Benz E-Class 4 DR AWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,0.099,Not Rated,Standard,Optional,Optional,185,7,2,2013,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,E-CLASS," E Class",7245,2013 Mercedes-Benz E-Class 4 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,0.099,Not Rated,Standard,Optional,Optional,185,7,2,2013,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,G-CLASS," G Class",7467,2013 Mercedes-Benz G-Class SUV AWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,No,No,5,3,0,2013,MERCEDES-BENZ,G-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,GL-CLASS," GL Class",7468,2013 Mercedes-Benz GL-Class SUV 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,52,3,0,2013,MERCEDES-BENZ,GL-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,S-CLASS," S Class",7684,2013 Mercedes-Benz S-Class 4 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,9,0,0,2013,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2013.json,2026-08-28 16:05:12.636,2013,S-CLASS," S Class",7471,2013 Mercedes-Benz S-Class 4 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,9,0,0,2013,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2008.json,2026-08-28 16:05:12.636,2008,C-CLASS," C Class",2774,2008 Mercedes-Benz C-Class 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,5,5,4,0.105,Not Rated,Standard,No,No,836,9,3,2008,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2008.json,2026-08-28 16:05:12.636,2008,CL-CLASS," CL Class",2473,2008 Mercedes-Benz CL-Class 2-DR w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,No,10,3,1,2008,MERCEDES-BENZ,CL-CLASS
nhtsa_safety_2008.json,2026-08-28 16:05:12.636,2008,E-CLASS," E Class",2443,2008 Mercedes-Benz E-Class 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,5,5,5,0.101,Not Rated,Standard,Optional,No,226,6,1,2008,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2008.json,2026-08-28 16:05:12.636,2008,E-CLASS," E Class",2442,2008 Mercedes-Benz E-Class Wagon 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,5,5,5,0.101,Not Rated,Standard,Optional,No,226,6,1,2008,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,C-CLASS," C Class",12471,2018 Mercedes-Benz C-Class 4 DR 4WD,5,4,5,4,5,5,5,4,0.11,5,Standard,Optional,Optional,127,19,3,2018,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,C-CLASS," C Class",12470,2018 Mercedes-Benz C-Class 4 DR RWD,5,4,5,4,5,5,5,4,0.11,5,Standard,Optional,Optional,127,19,3,2018,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,C-CLASS," C Class",12469,2018 Mercedes-Benz C-Class 2 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,127,19,3,2018,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,C-CLASS," C Class",12468,2018 Mercedes-Benz C-Class 2 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,127,19,3,2018,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,C-CLASS," C Class",12467,2018 Mercedes-Benz C-Class C RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,127,19,3,2018,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,C-CLASS," C Class",12466,2018 Mercedes-Benz C-Class C 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,127,19,3,2018,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,CLA-CLASS," CLA Class",12489,2018 Mercedes-Benz CLA-Class 4 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,45,10,2,2018,MERCEDES-BENZ,CLA-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,CLA-CLASS," CLA Class",12488,2018 Mercedes-Benz CLA-Class 4 DR FWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,45,10,2,2018,MERCEDES-BENZ,CLA-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,CLS-CLASS," CLS Class",12481,2018 Mercedes-Benz CLS-Class 4 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,0,1,1,2018,MERCEDES-BENZ,CLS-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,CLS-CLASS," CLS Class",12480,2018 Mercedes-Benz CLS-Class 4 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,0,1,1,2018,MERCEDES-BENZ,CLS-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,E-CLASS," E Class",12479,2018 Mercedes-Benz E-Class C RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Standard,Optional,66,18,0,2018,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,E-CLASS," E Class",12478,2018 Mercedes-Benz E-Class C 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Standard,Optional,66,18,0,2018,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,E-CLASS," E Class",12477,2018 Mercedes-Benz E-Class 4 DR 4WD,5,5,5,5,5,5,5,5,0.097,5,Standard,Standard,Optional,66,18,0,2018,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,E-CLASS," E Class",12476,2018 Mercedes-Benz E-Class 4 DR RWD,5,5,5,5,5,5,5,5,0.097,5,Standard,Standard,Optional,66,18,0,2018,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,E-CLASS," E Class",12475,2018 Mercedes-Benz E-CLASS SW 4WD,5,5,5,5,5,5,5,5,0.097,5,Standard,Standard,Optional,66,18,0,2018,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,E-CLASS," E Class",12474,2018 Mercedes-Benz E-CLASS SW RWD,5,5,5,5,5,5,5,5,0.097,5,Standard,Standard,Optional,66,18,0,2018,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,E-CLASS," E Class",12473,2018 Mercedes-Benz E-Class 2 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Standard,Optional,66,18,0,2018,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,E-CLASS," E Class",12472,2018 Mercedes-Benz E-Class 2 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Standard,Optional,66,18,0,2018,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,G-CLASS," G Class",12500,2018 Mercedes-Benz G-Class SUV AWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,No,No,0,1,0,2018,MERCEDES-BENZ,G-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,GLA-CLASS," GLA Class",12491,2018 Mercedes-Benz GLA-Class 4 DR FWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,49,12,2,2018,MERCEDES-BENZ,GLA-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,GLA-CLASS," GLA Class",12490,2018 Mercedes-Benz GLA-Class 4 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,49,12,2,2018,MERCEDES-BENZ,GLA-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,GLC-CLASS," GLC Class",12493,2018 Mercedes-Benz GLC-Class SUV 4WD,5,5,5,5,5,5,5,4,0.184,5,Standard,Optional,Optional,99,15,3,2018,MERCEDES-BENZ,GLC-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,GLC-CLASS," GLC Class",12492,2018 Mercedes-Benz GLC-Class SUV RWD,5,5,5,5,5,5,5,4,0.186,5,Standard,Optional,Optional,99,15,3,2018,MERCEDES-BENZ,GLC-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,GLE-CLASS," GLE Class",12497,2018 Mercedes-Benz GLE-Class SUV 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,0.179,Not Rated,Standard,Optional,Optional,56,9,2,2018,MERCEDES-BENZ,GLE-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,GLE-CLASS," GLE Class",12496,2018 Mercedes-Benz GLE-Class SUV RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,0.198,Not Rated,Standard,Optional,Optional,56,9,2,2018,MERCEDES-BENZ,GLE-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,GLS-CLASS," GLS Class",12501,2018 Mercedes-Benz GLS-Class SUV 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,22,4,0,2018,MERCEDES-BENZ,GLS-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,S-CLASS," S Class",12485,2018 Mercedes-Benz S-Class C RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,29,15,1,2018,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,S-CLASS," S Class",12484,2018 Mercedes-Benz S-Class C 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,29,15,1,2018,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,S-CLASS," S Class",12483,2018 Mercedes-Benz S-Class 4 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Standard,Optional,29,15,1,2018,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,S-CLASS," S Class",12482,2018 Mercedes-Benz S-Class 4 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Standard,Optional,29,15,1,2018,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2018.json,2026-08-28 16:05:12.636,2018,SL-CLASS," SL CLASS",12486,2018 Mercedes-Benz SL-Class C RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,2,2,1,2018,MERCEDES-BENZ,SL-CLASS
nhtsa_safety_2009.json,2026-08-28 16:05:12.636,2009,C-CLASS," C Class",5254,2009 Mercedes-Benz C-Class 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,5,5,4,0.105,Not Rated,Standard,No,No,670,8,3,2009,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2009.json,2026-08-28 16:05:12.636,2009,E-CLASS," E Class",5259,2009 Mercedes-Benz E-Class 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,5,5,5,0.101,Not Rated,Standard,Optional,No,85,4,0,2009,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2009.json,2026-08-28 16:05:12.636,2009,E-CLASS," E Class",5258,2009 Mercedes-Benz E-Class Wagon 4-DR. w/SAB,Not Rated,Not Rated,4,4,Not Rated,5,5,5,0.101,Not Rated,Standard,Optional,No,85,4,0,2009,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2009.json,2026-08-28 16:05:12.636,2009,S-CLASS," S Class",5436,2009 Mercedes-Benz S-Class 4-DR w/SAB,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,No,13,1,0,2009,MERCEDES-BENZ,S-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,C-CLASS," C Class",11758,2017 Mercedes-Benz C-Class 2 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,252,17,3,2017,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,C-CLASS," C Class",11659,2017 Mercedes-Benz C-Class C 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,252,17,3,2017,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,C-CLASS," C Class",11658,2017 Mercedes-Benz C-Class C RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,252,17,3,2017,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,C-CLASS," C Class",11656,2017 Mercedes-Benz C-Class 2 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,252,17,3,2017,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,C-CLASS," C Class",11189,2017 Mercedes-Benz C-Class 4 DR RWD,5,4,5,4,5,5,5,4,0.11,5,Standard,Optional,Optional,252,17,3,2017,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,C-CLASS," C Class",11188,2017 Mercedes-Benz C-Class 4 DR 4WD,5,4,5,4,5,5,5,4,0.11,5,Standard,Optional,Optional,252,17,3,2017,MERCEDES-BENZ,C-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,CL-CLASS," CL Class",11662,2017 Mercedes-Benz CL-Class 2 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,0,0,0,2017,MERCEDES-BENZ,CL-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,CL-CLASS," CL Class",11661,2017 Mercedes-Benz CL-Class 2 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,0,0,0,2017,MERCEDES-BENZ,CL-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,CLA-CLASS," CLA Class",11664,2017 Mercedes-Benz CLA-Class 4 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,27,10,2,2017,MERCEDES-BENZ,CLA-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,CLA-CLASS," CLA Class",11663,2017 Mercedes-Benz CLA-Class 4 DR FWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,27,10,2,2017,MERCEDES-BENZ,CLA-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,CLS-CLASS," CLS Class",11666,2017 Mercedes-Benz CLS-Class 4 DR 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,2,1,1,2017,MERCEDES-BENZ,CLS-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,CLS-CLASS," CLS Class",11665,2017 Mercedes-Benz CLS-Class 4 DR RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,2,1,1,2017,MERCEDES-BENZ,CLS-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,E-CLASS," E Class",11674,2017 Mercedes-Benz E-Class C 4WD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,166,20,1,2017,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,E-CLASS," E Class",11673,2017 Mercedes-Benz E-Class C RWD,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,Not Rated,Standard,Optional,Optional,166,20,1,2017,MERCEDES-BENZ,E-CLASS
nhtsa_safety_2017.json,2026-08-28 16:05:12.636,2017,E-CLASS," E Class",11672,2017 Mercedes-Benz E-CLASS SW 4WD,5,5,5,5,5,5,5,5,0.097,5,Standard,Standard,Optional,166,20,1,2017,MERCEDES-BENZ,E-CLASS
